review_notes,cause,match_en,quality,class,definition,google_translate_to_en,en_osa,en_dl,compare_en,clase,definición,google_translate_to_es,compare_es,en_qgram.1,en_qgram.4,en_cos.1,en_cos.4,en_jaccard.1,en_jaccard.4
,,exact,5,http://purl.obolibrary.org/obo/DOID_0050328,A hypothyroidism that is present at birth.,A hypothyroidism that is present at birth.,1,1,exact,http://purl.obolibrary.org/obo/DOID_0050328,Un hipotiroidismo que está presente al nacer.,Un hipotiroidismo que está presente al nacer.,exact,1,1,1,1,1,1
,,,,http://purl.obolibrary.org/obo/DOID_0080015,"A disease that has_material_basis_in a genetic abnormality, error with embryonic development, infection or compromised intrauterine environment.","A disease that has its material basis in a genetic abnormality, an error with embryonic development, an infection, or a compromised intrauterine environment.",0.8980891719745223,0.8980891719745223,,http://purl.obolibrary.org/obo/DOID_0080015,"Una enfermedad que tiene_su_base_material_en una anomalía genética, un error con el desarrollo embrionario, una infección o un entorno intrauterino comprometido.","Una enfermedad que tiene_base_material_en una anomalía genética, error en el desarrollo embrionario, infección o ambiente intrauterino comprometido.",,0.9368770764119602,0.8135593220338984,0.9860651939403687,0.809058969,0.9615384615384616,0.6900584795321637
,,,,http://purl.obolibrary.org/obo/DOID_0050453,A congenital nervous system abnormality characterized by the absence of folds in the cerebral cortex and caused_by defective neuronal migration during the 12th to 24th weeks of gestation.,Congenital anomaly of the nervous system characterized by the absence of folds in the cerebral cortex and caused by defective neuronal migration during weeks 12 to 24 of gestation.,0.7754010695187166,0.7754010695187166,,http://purl.obolibrary.org/obo/DOID_0050453,Anomalía congénita del sistema nervioso caracterizada por la ausencia de pliegues en la corteza cerebral y causada_por una migración neuronal defectuosa durante las semanas 12 a 24 de gestación.,Una anomalía congénita del sistema nervioso caracterizada por la ausencia de pliegues en la corteza cerebral y causada por una migración neuronal defectuosa durante las semanas 12 a 24 de gestación.,,0.9591280653950953,0.8033240997229917,0.9951064014961847,0.8264676277124073,0.9032258064516129,0.6764705882352942
,,,,http://purl.obolibrary.org/obo/DOID_0050454,A congenital nervous system abnormality characterized by non proper migration of neurons during the early development of the fetal brain.,Congenital anomaly of the nervous system characterized by inappropriate migration of neurons during early fetal brain development.,0.5328467153284672,0.5401459854014599,,http://purl.obolibrary.org/obo/DOID_0050454,Anomalía congénita del sistema nervioso caracterizada por la migración no adecuada de las neuronas durante el desarrollo temprano del cerebro fetal.,Una anomalía congénita del sistema nervioso caracterizada por una migración inadecuada de neuronas durante el desarrollo temprano del cerebro fetal.,,0.9363295880149812,0.6819923371647509,0.9919422444590272,0.6965363491672304,0.92,0.5178571428571429
,,,,http://purl.obolibrary.org/obo/DOID_0050488,"A congenital syphilis that is manifested during the first 3 months of life. The infection has_symptom skin lesions, has_symptom lymphadenopathy, has_symptom hepatosplenomegaly, has_symptom failure to thrive, has_symptom blood-stained nasal discharge, has_symptom perioral fissures, has_symptom meningitis, has_symptom choroiditis, has_symptom hydrocephalus, has_symptom seizures, has_symptom intellectual disability, has_symptom osteochondritis, and has_symptom pseudoparalysis.","A congenital syphilis that manifests itself during the first 3 months of life. The infection presents skin lesions, lymphadenopathy, hepatosplenomegaly, growth retardation, bloody nasal discharge, perioral fissures, meningitis, choroiditis, hydrocephalus, seizures, intellectual disability, osteochondritis and pseudoparalysis.",0.6171548117154811,0.6171548117154811,,http://purl.obolibrary.org/obo/DOID_0050488,"Una sífilis congénita que se manifiesta durante los 3 primeros meses de vida. La infección presenta lesiones cutáneas, linfadenopatía, hepatoesplenomegalia, retraso del crecimiento, secreción nasal sanguinolenta, fisuras periorales, meningitis, coroiditis, hidrocefalia, convulsiones, discapacidad intelectual, osteocondritis y pseudoparálisis.","Una sífilis congénita que se manifiesta durante los primeros 3 meses de vida. La infección tiene_síntoma lesiones cutáneas, tiene_síntoma linfadenopatía, tiene_síntoma hepatoesplenomegalia, tiene_síntoma falta de medro, tiene_síntoma secreción nasal manchada de sangre, tiene_síntoma fisuras periorales, tiene_síntoma meningitis, tiene_síntoma coroiditis, tiene_síntoma hidrocefalia, tiene_síntoma convulsiones, tiene_síntoma intelectual discapacidad, osteocondritis con síntomas y pseudoparálisis con síntomas .",,0.8,0.6332916145181477,0.941240165,0.326598077,0.8709677419354839,0.6198979591836735
,,,,http://purl.obolibrary.org/obo/DOID_9856,A syphilis that results_in a multisystem infection in the fetus via the placenta.,Syphilis that causes a multisystem infection in the fetus through the placenta.,0.7777777777777778,0.7777777777777778,,http://purl.obolibrary.org/obo/DOID_9856,Una sífilis que provoca_una una infección multisistémica en el feto a través de la placenta.,Una sífilis que resulta en una infección multisistémica en el feto a través de la placenta.,,0.9,0.7272727272727273,0.9810384883719658,0.7439024390243901,0.782608696,0.5684210526315789
,,,,http://purl.obolibrary.org/obo/DOID_0050534,A hereditary night blindness that is characterized by hemeralopia with a moderate loss of visual acuity and caused by defective photoreceptor-to-bipolar cell signaling with common ERG findings of reduced or absent b-waves and generally normal a-waves.,An inherited night blindness characterized by hemeralopia with a moderate loss of visual acuity and caused by defective signaling from photoreceptors to bipolar cells with common ERG findings of reduced or absent b waves and generally normal a waves.,0.8207171314741035,0.8207171314741035,,http://purl.obolibrary.org/obo/DOID_0050534,Una ceguera nocturna hereditaria que se caracteriza por hemeralopía con una pérdida moderada de agudeza visual y causada por una señalización defectuosa de los fotorreceptores a las células bipolares con hallazgos ERG comunes de ondas b reducidas o ausentes y ondas a generalmente normales.,Una ceguera nocturna hereditaria que se caracteriza por hemeralopía con una pérdida moderada de agudeza visual y causada por una señalización defectuosa de los fotorreceptores a las células bipolares con hallazgos ERG comunes de ondas b reducidas o ausentes y ondas a generalmente normales.,exact,0.9620758483033932,0.8282828282828283,0.9948849795049391,0.839641003,0.9655172413793104,0.6970802919708029
,,,,http://purl.obolibrary.org/obo/DOID_0050545,A physical disorder characterized by the abnormal distribution of the major visceral organs within the chest and abdomen.,Physical disorder characterized by the abnormal distribution of the major visceral organs within the thorax and abdomen.,0.9338842975206612,0.9338842975206612,,http://purl.obolibrary.org/obo/DOID_0050545,Trastorno físico caracterizado por la distribución anormal de los principales órganos viscerales dentro del tórax y el abdomen.,Un trastorno físico caracterizado por la distribución anormal de los principales órganos viscerales dentro del pecho y el abdomen.,,0.9543568464730291,0.9106382978723404,0.9943451222901544,0.9225155057709324,0.8571428571428571,0.8264462809917356
,,,,http://purl.obolibrary.org/obo/DOID_0050546,"An adrenal gland disease that is characterized by cortisol deficiency, hypoaldosteronism and excessive or insufficient sex hormones, has_material_basis_in the mutation in the gene for 21-hydroxylase, 11beta-hydroxylase, 3beta-hydroxysteroid, 17alpha-hydroxylase or 20,22-desmolase.","Disease of the adrenal gland characterized by cortisol deficiency, hypoaldosteronism and excess or insufficiency of sex hormones, has_its_material_base_in the mutation in the gene for 21-hydroxylase, 11beta-hydroxylase, 3beta-hydroxysteroid, 17alpha-hydroxylase or 20,22- desmolase.",0.8546099290780143,0.8546099290780143,,http://purl.obolibrary.org/obo/DOID_0050546,"Enfermedad de la glándula suprarrenal que se caracteriza por deficiencia de cortisol, hipoaldosteronismo y exceso o insuficiencia de hormonas sexuales, tiene_su_base_material_en la mutación en el gen de la 21-hidroxilasa, 11beta-hidroxilasa, 3beta-hidroxiesteroide, 17alfa-hidroxilasa o 20,22-desmolasa.","Una enfermedad de la glándula suprarrenal que se caracteriza por deficiencia de cortisol, hipoaldosteronismo y hormonas sexuales excesivas o insuficientes, tiene base_material_en la mutación en el gen de la 21-hidroxilasa, 11beta-hidroxilasa, 3beta-hidroxiesteroide, 17alfa-hidroxilasa o 20,22-desmolasa.",,0.9662522202486679,0.8725314183123878,0.9971845460895696,0.9135491394688106,0.9117647058823529,0.7557251908396947
,,,,http://purl.obolibrary.org/obo/DOID_0050557,"A muscular dystrophy that is characterized by diminished muscle tone (hypotonia), progressive muscle weakness and degeneration (atrophy), abnormally fixed joints, spinal rigidity, and delays in reaching motor milestones such as sitting or standing unassisted.","A muscular dystrophy characterized by decreased muscle tone (hypotonia), progressive muscle weakness and degeneration (atrophy), abnormally fixed joints, spinal rigidity, and delays in achieving motor milestones such as sitting or standing without assistance.",0.8841698841698842,0.8841698841698842,,http://purl.obolibrary.org/obo/DOID_0050557,"Una distrofia muscular que se caracteriza por un tono muscular disminuido (hipotonía), debilidad muscular progresiva y degeneración (atrofia), articulaciones anormalmente fijas, rigidez espinal y retrasos en alcanzar hitos motores como sentarse o ponerse de pie sin ayuda.","Una distrofia muscular que se caracteriza por disminución del tono muscular (hipotonía), debilidad y degeneración muscular progresiva (atrofia), articulaciones anormalmente fijas, rigidez de la columna y retrasos en alcanzar hitos motores como sentarse o pararse sin ayuda.",,0.9691119691119691,0.86328125,0.9974039530267167,0.8821598825651735,1,0.7472527472527473
